id,name,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
14570492,6 Guests LUXURY MANHATTAN Condo With ROOFTOP!!!,90258665,Jason,Manhattan,Harlem,Entire home/apt,289,3,5,2019-03-28,0.53,1,365
11481037,A slice of heaven on earth in NYC,60294559,Vidya,Manhattan,Midtown,Shared room,75,1,2,2018-01-01,0.1,1,0
6554879,Adorable room on the Upper East Side!,13262455,Bridget,Manhattan,Upper East Side,Private room,85,20,2,2016-09-27,0.06,3,128
36416759,LIC Garden House Top Floor | 10 Min to Manhattan,53602261,Ray,Queens,Long Island City,Entire home/apt,375,2,0,,,1,364
36204103,$2000 / Huge 1br - Cobble Hill | 8/1 start,95054582,Saba,Brooklyn,Cobble Hill,Private room,70,60,0,,,1,156
1446483,Cozy 1BD in Vibrant East Village,5283769,Donna,Manhattan,East Village,Entire home/apt,140,2,149,2019-06-16,2.41,1,16
6489828,Industrial Flex 2br duplex Loft in Brooklyn,7503643,Vida,Brooklyn,Greenpoint,Entire home/apt,159,30,3,2016-08-07,0.07,52,340
23542115,Cute private room in friendly shared living space,4265419,Mary,Brooklyn,Bedford-Stuyvesant,Private room,50,1,0,,,1,0
15027024,Newly renovated 1bd on lively & historic St Marks,8344620,Ethan,Manhattan,East Village,Entire home/apt,180,3,10,2018-12-31,0.3,1,0
8414314,Huge Space in Williamsburg BK,44322686,Matt,Brooklyn,Williamsburg,Private room,65,1,9,2019-03-16,0.19,1,35
22618396,Spacious Brooklyn Bedroom with Natural Light,107978473,Trishia,Brooklyn,Greenpoint,Private room,60,2,3,2018-06-19,0.23,1,0
17751140,Room in Queens NY  near LGA,119987770,Sonia,Queens,East Elmhurst,Private room,55,1,296,2019-07-01,10.6,2,322
6992973,1 Bedroom in Prime Williamsburg,5162530,,Brooklyn,Williamsburg,Entire home/apt,145,1,0,,,1,0
30941454,Spacious 1 bedroom in Bensonhurst - Sleeps 4,231212364,Kel,Brooklyn,Bensonhurst,Entire home/apt,113,3,13,2019-05-27,2.07,2,118
26863858,Private room/15 min central park,18523979,Marko,Queens,Sunnyside,Private room,80,1,4,2019-06-30,1.74,1,330
34815717,Fantastic West Harlem Brownstone,243189296,T. Reginald,Manhattan,Harlem,Entire home/apt,90,3,0,,,1,3
32575528,"Woodside RM close to 7 express , airport & Midtown",137358866,Kazuya,Queens,Woodside,Private room,43,30,0,,,103,215
600775,Sml Rm in pr. Brst in Pk Sl great for Med/students,210746,Kathleen R.,Brooklyn,Prospect Heights,Private room,100,2,73,2019-06-27,0.89,3,257
29528574,Cosy room in spacious Fort Greene apartment,9601006,Izzy,Brooklyn,Fort Greene,Private room,60,1,23,2019-04-23,2.7,1,0
4588678,Gorgeous bohemian  Apt. in a Brownstone,66286,Liat,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,2,2,2017-08-08,0.05,2,0
8431906,Lovely 2 bed/2 bath Bed Stuy oasis,44398705,Victoria,Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,4,5,2019-05-28,0.11,2,50
30201810,Beautiful and Cozy Apartment in heart of NYC,226565802,Oksana,Queens,Rego Park,Entire home/apt,250,2,1,2019-01-21,0.18,1,365
18669019,"Entire Apt – 2 BR/1 BA – beautiful, block from L/M",23149564,Dan,Brooklyn,Bushwick,Entire home/apt,100,7,0,,,1,0
197942,"Comfy, Cozy, Brooklyn close to Manhattan",289135,Toni,Brooklyn,Bedford-Stuyvesant,Entire home/apt,99,3,207,2019-07-07,2.18,1,304
24014159,"Central Brooklyn Beautiful Rooms
Room Cozy
#2",167098774,Keisha,Brooklyn,Canarsie,Private room,55,2,27,2019-05-06,1.74,3,362
30963889,Shared renovated cozy room in heart of the city.,231216524,Chase,Manhattan,Hell's Kitchen,Shared room,80,1,19,2019-06-24,2.82,5,52
17267017,Spacious Private 1BR with more sleeping space,95341719,Estie,Brooklyn,Crown Heights,Entire home/apt,165,2,23,2019-07-04,0.83,3,182
4244174,Quiet room in Greenpoint,21062282,Madison,Brooklyn,Greenpoint,Private room,80,2,0,,,1,0
3272552,"Tasteful, calm, central 2BR/2Baths",4233003,Roy,Brooklyn,Williamsburg,Entire home/apt,245,3,18,2017-09-03,0.3,1,0
16081163,Bright Brooklyn Bedroom in Crown Heights,17848497,Steve,Brooklyn,Crown Heights,Private room,35,3,2,2017-04-23,0.07,1,0
33774285,Lovely Sunny 1br in Bushwick,13500337,Ian,Brooklyn,East New York,Private room,65,3,2,2019-05-09,0.8,2,364
3337808,Clean & Comfy Modern Townhouse,3655542,Alexis,Brooklyn,Boerum Hill,Entire home/apt,1000,4,0,,,1,0
16362226,"浪漫民宿,环境优美,停车方便,独立洗手间和马桶,浴室共用｡ (Website hidden by Airbnb)",105074140,Emmy,Queens,Flushing,Private room,48,1,52,2019-02-14,2.03,4,0
32484743,Great Space w/ backyard for Small Events,180008916,Endazsia,Brooklyn,Bedford-Stuyvesant,Entire home/apt,400,1,5,2019-05-19,1.23,2,5
13316028,Duplex Condo in Williamsburg- Pvt Ensuite Bath!,6459374,Juan,Brooklyn,Greenpoint,Private room,120,2,10,2017-12-05,0.27,1,0
163809,Cool & Spacious Harlem Artist Flat,781647,Jorin,Manhattan,Harlem,Entire home/apt,198,5,42,2019-06-03,0.44,2,234
34995534,Penthouse rooftop room 20Min To Manhattan!!,18260299,Ota,Brooklyn,Bushwick,Private room,37,4,0,,,6,36
9953924,Spacious Kips Bay NYC studio !,1397160,Jessie,Manhattan,Kips Bay,Entire home/apt,175,2,1,2016-01-02,0.02,1,0
35971885,Private Room + Outdoor Space in Modern Chelsea Apt,261627898,Brett,Manhattan,Chelsea,Private room,105,1,2,2019-07-06,2.0,2,31
16271447,"Large Windows, Plenty of Light",16437254,Benjamin,Brooklyn,Boerum Hill,Entire home/apt,123,30,5,2019-04-30,0.16,21,343
13157343,Spacious one bedroom by beautiful Fort Tryon park,73459264,Leslie,Manhattan,Inwood,Entire home/apt,105,4,7,2019-01-02,0.19,1,0
9132807,Modernly Furnished Studio Apt in Midtown NYC,30283594,Kara,Manhattan,Midtown,Entire home/apt,139,30,0,,,121,360
4308798,Upper East Side 1-Bedroom,16906759,Karen,Manhattan,Upper East Side,Entire home/apt,100,2,58,2019-06-11,1.02,1,9
25669472,"Modern, comfy studio apartment",121851703,Mo,Queens,Queens Village,Entire home/apt,25,1,45,2019-07-01,3.37,2,292
29313398,Family looking for a budget apartment?,4555996,Ben,Manhattan,Harlem,Entire home/apt,150,10,0,,,2,4
22027652,"Sunny Astoria Bedroom (near LGA, and Astoria Park)",47598303,Tina,Queens,Astoria,Private room,58,1,5,2017-12-10,0.26,1,0
19618443,Cute apartment in Sunnyside,26921025,Ellie,Queens,Sunnyside,Entire home/apt,99,1,0,,,1,0
33291866,Angela's Sweet Suite (Shared-Females Only),113251277,Angela,Manhattan,Kips Bay,Shared room,35,2,2,2019-04-06,0.59,2,353
31055362,Single Room in the heart of Corona Queens,2084313,Clara,Queens,Corona,Private room,46,2,4,2019-05-27,0.63,1,0
36116772,"Sunny room in Brooklyn, Sunset Park",271681014,Ying Hua,Brooklyn,Borough Park,Private room,45,2,0,,,3,139
10340705,Luxurious Private Room in Harlem,53216788,Jason,Manhattan,Harlem,Private room,80,1,27,2019-05-10,0.79,1,302
3208904,Chic Designer’s Room & 2 Beds in Manhattan LES,16257970,Jackie,Manhattan,Lower East Side,Private room,89,3,231,2019-07-07,3.72,2,177
20134321,1-BR Apartment in the Heart of Williamsburg,10128779,Joseph,Brooklyn,Williamsburg,Entire home/apt,150,4,8,2019-04-29,0.35,1,0
10527274,"Luxury Apt, Near Subway, Perfect for Work or Play!",54283244,Kara,Brooklyn,Bedford-Stuyvesant,Entire home/apt,125,3,75,2019-07-02,3.27,1,316
16313932,Micro Room A,59529529,Han,Manhattan,Hell's Kitchen,Private room,70,1,178,2019-07-03,5.75,6,146
6272181,Room available in a 3 bdrm apt!,32596841,Katie,Brooklyn,Crown Heights,Private room,75,1,0,,,2,0
15986677,"A Private Room in Manhattan, NYC !!!",519554,Umut&Deniz,Manhattan,Lower East Side,Private room,78,2,7,2018-06-30,0.23,5,365
16892151,1 Bedroom in Beautiful/Spacious Bushwick Apt,9806708,Ryan,Brooklyn,Williamsburg,Private room,60,1,0,,,1,0
13108073,PRIME LOCATION-EAST 62nd/BEAUTIFULLY APPOINTED 1BR,2856748,Ruchi,Manhattan,Upper East Side,Entire home/apt,160,30,0,,,49,364
25804387,Private room by Prospect Park in Brooklyn,106783508,Gilford,Brooklyn,Flatbush,Private room,35,60,0,,,1,0
7920072,East Village - private room - chill,10353278,James,Manhattan,East Village,Private room,96,2,114,2019-06-28,2.47,2,98
9616729,cute and cozy room in brooklyn,49754509,Ornella,Brooklyn,Bedford-Stuyvesant,Private room,31,2,1,2015-12-30,0.02,1,0
22568702,Luxe North Williamsburg Double Bedroom Brooklyn,83284183,Dawn Anna,Brooklyn,Williamsburg,Private room,55,3,1,2018-06-27,0.08,1,0
33642152,"Pleasant Room on Pleasant Avenue, NYC",67781861,Bronislaw,Manhattan,East Harlem,Private room,50,2,4,2019-06-03,1.56,1,35
23875745,Williamsburg large 2 Bedroom / 2 Bathroom,10951481,Ann,Brooklyn,Williamsburg,Entire home/apt,249,2,62,2019-05-06,3.94,5,32
34148700,Spacious Room in 3 Bedroom BK Apt!,190688437,Nirma,Brooklyn,Bushwick,Private room,40,30,0,,,1,189
7069743,Private Bedroom in Shared Apartment,17475096,Rosemary,Brooklyn,Flatbush,Private room,75,1,0,,,2,0
27569888,Private bed & Bath 1/2 block from the A Express!,146660704,Amy,Manhattan,Washington Heights,Private room,90,2,24,2019-07-06,2.39,1,119
255476,"The BLUE OWL:
VEGETARIAN WBURG W PATIO & BACKYARD!",1302029,Bree,Brooklyn,Williamsburg,Private room,89,30,30,2019-05-31,0.8,1,91
4514042,Bushwick Duplex 1,3709510,Deacon,Brooklyn,Bushwick,Private room,80,1,4,2019-05-28,0.34,3,342
1043046,Studio in Best Possible Location!,2335804,Lindsay,Manhattan,Chelsea,Entire home/apt,160,5,70,2018-10-26,1.16,1,0
16708692,2 Bedroom Apt.-30 secs from C train,110708643,Stephen,Brooklyn,Bedford-Stuyvesant,Entire home/apt,82,2,80,2019-05-26,2.76,1,28
28432700,Large one bedroom Apartment in Ditmas Park,2770596,Emilio,Brooklyn,Flatbush,Entire home/apt,120,5,3,2018-12-26,0.31,2,231
35985735,One Bedroom Oasis in the Heart of Brooklyn,70538107,Claire,Brooklyn,Bushwick,Private room,45,1,0,,,1,16
31796691,Spacious 2 bedroom apt in Bensonhurst - Sleeps 10,231212364,Kel,Brooklyn,Bensonhurst,Entire home/apt,123,3,3,2019-07-04,1.06,2,147
661814,1 bedroom apt in heart of Chelsea,3341426,Nika,Manhattan,Chelsea,Entire home/apt,250,2,10,2016-05-07,0.13,1,0
34774436,Beautiful private bedroom in Brooklyn,210799153,Brandon,Brooklyn,Bedford-Stuyvesant,Private room,56,1,2,2019-06-17,1.58,3,0
2410620,Cozy apt in the Upper East Side,12320096,Luanna,Manhattan,Upper East Side,Entire home/apt,185,2,3,2019-06-09,0.27,1,0
5598465,1 BR Bohemian Oasis in Astoria,18941320,Alexandra,Queens,Astoria,Entire home/apt,105,1,7,2017-10-22,0.14,1,0
19785259,Lower East Side - Bare Bones,53821069,Daniel,Manhattan,Lower East Side,Entire home/apt,94,1,8,2017-07-28,0.33,1,0
17463419,Private sunny room with private bathroom&entrance,33116792,Sophie,Queens,Ridgewood,Private room,31,5,75,2019-07-01,2.7,1,13
33418931,BedStuy Private Room (D3),6206040,Linda,Brooklyn,Bedford-Stuyvesant,Private room,58,2,14,2019-07-04,5.19,8,261
6654202,Great One bedroom in Midtown East,34824417,Kate,Manhattan,Murray Hill,Entire home/apt,145,5,18,2019-06-01,0.38,1,179
24348514,For All Classical Lover's 2,96694697,Glory,Brooklyn,Sheepshead Bay,Private room,65,2,11,2019-03-01,0.77,2,156
10849426,Charming Loft on Upper East Side,56193545,Danny,Manhattan,Upper East Side,Shared room,80,1,0,,,1,0
27604258,5 Stars Maple *****,156586664,Hugh,Queens,Flushing,Private room,75,1,65,2019-07-06,6.11,1,139
23377720,Charming 1 Bedroom Apt in Sunnyside,96686669,Colleen,Queens,Sunnyside,Entire home/apt,125,1,16,2018-12-09,0.98,1,0
26134638,Beautiful 1 Bdrm w/ Large Private Patio,20659309,Emily,Brooklyn,Williamsburg,Entire home/apt,168,2,5,2018-11-04,0.39,1,0
12132772,Iris: STG GoYankees!,13750728,Gayle,Bronx,Longwood,Private room,60,2,47,2019-05-10,1.22,4,249
20825876,Lo Studio/15 min central park/wifi+ street parking,116839989,Ez,Queens,Astoria,Entire home/apt,95,30,48,2019-06-23,2.97,5,217
25672309,Gramercy Apartment Steps from Union Square,59980195,Jesse,Manhattan,Gramercy,Entire home/apt,225,3,0,,,1,0
2626457,Cozy Private Room Upper West Side - with Deck!,13451102,Ronnie,Manhattan,Upper West Side,Private room,80,1,254,2019-06-23,4.02,1,118
30768008,Upper West Manhattan Entire Suite,10415675,Yao & Rain,Manhattan,Harlem,Entire home/apt,150,4,3,2019-05-08,0.47,7,281
8777936,Prime carroll gardens chrming 2 bed rooms,40611169,Sol,Brooklyn,Carroll Gardens,Entire home/apt,250,1,50,2019-06-25,1.46,5,365
18808260,"Chill Private Room in Crown Heights, Brooklyn",125871624,Ruben,Brooklyn,Crown Heights,Private room,55,2,3,2017-07-30,0.12,1,0
28306885,The Greek Goddess House.,3068075,Sofia,Queens,Middle Village,Private room,70,2,6,2018-10-07,0.62,1,156
35030589,Family Place in❤️of Manhattan,216939636,Alex,Manhattan,Hell's Kitchen,Entire home/apt,155,1,11,2019-07-05,7.33,1,163
20586070,UPPER WEST 2BED 2BATH HIGH FLOOR/ LINCOLN CENTER,131647128,Emily,Manhattan,Upper West Side,Entire home/apt,275,30,21,2019-06-20,1.26,25,318
34934431,Magnificent mid town apartment near Times square,105626720,Bosi,Manhattan,Hell's Kitchen,Entire home/apt,250,31,0,,,5,322
28206177,Bronx Brand New Room #3,203266238,Steve,Bronx,Morris Park,Private room,85,5,5,2019-05-31,0.49,5,365
35687862,Beautiful 3 bedroom apartment in East Williamsburg,268465931,Sumergida,Brooklyn,Williamsburg,Entire home/apt,200,2,1,2019-07-01,1.0,1,338
30049755,"Bright, spacious and comfortable with open view",5326571,Ines,Queens,Ditmars Steinway,Private room,85,2,2,2019-05-31,0.29,2,278
11651554,Luxurious SOHO Apartment,61391963,Corporate Housing,Manhattan,Greenwich Village,Entire home/apt,142,30,10,2019-05-27,0.25,91,157
34934005,Spacious Bushwick/Bed-stuy Apartment w/ Backyard,1094258,Felix,Brooklyn,Bedford-Stuyvesant,Entire home/apt,90,15,1,2019-06-04,0.83,1,118
2460303,Charming Brooklyn Brownstone,12579916,Andrea,Brooklyn,Park Slope,Entire home/apt,100,2,1,2014-06-09,0.02,1,0
14296299,Lovely private suite in charming historic house,4269804,Mollie,Queens,Ridgewood,Private room,79,3,13,2018-05-18,0.39,1,64
30081150,"Huge Private Bedroom, Manhattan Washington Heights",3421779,Kfir,Manhattan,Washington Heights,Private room,109,1,2,2018-12-15,0.29,1,270
15943090,(2)Comfy Home Away From Home/Multiple Rooms!!!,88043058,Pamela,Brooklyn,Bedford-Stuyvesant,Private room,45,1,45,2019-06-23,1.47,4,361
26886071,Overlooking Tompkins Sq Park in the East Village,5073548,David,Manhattan,East Village,Entire home/apt,300,3,6,2019-03-10,0.94,1,0
29962755,Beautiful Room 30 minutes to Manhattan,225277393,Jenny,Bronx,Kingsbridge,Private room,39,4,33,2019-06-24,4.36,1,86
6660330,Charming West Village 2.5bd Apt,1586060,Tom,Manhattan,West Village,Entire home/apt,300,1,7,2016-03-26,0.14,1,0
12084205,East Village 1B in 3B apt,51924404,Angela,Manhattan,East Village,Private room,56,1,2,2016-06-01,0.05,1,0
14770256,Lovely bedroom in the heart of Brooklyn,42854068,Pau,Brooklyn,Midwood,Private room,35,5,0,,,1,0
7065653,Modern One Bedroom in Kips Bay (4),1306850,Kalpana,Manhattan,Kips Bay,Entire home/apt,195,2,7,2016-11-19,0.15,1,0
16721299,Williamsburg Escape - Lorimier L,1302317,Vanessa,Brooklyn,Williamsburg,Private room,150,2,0,,,1,0
6479956,Spacious private room,13356805,Sophie,Brooklyn,Park Slope,Private room,300,1,0,,,1,0
26960958,Big Room & Perfect Brooklyn Location! 15 min NYC,29101658,Manuel,Brooklyn,Boerum Hill,Private room,80,2,6,2019-03-06,0.53,1,0
16002946,Luxury and  Contemporary,11017633,Matt,Brooklyn,Downtown Brooklyn,Entire home/apt,225,5,0,,,1,0
16228505,Clean and Cozy Room in Meatpacking District,21422835,Kate,Manhattan,Chelsea,Private room,120,3,0,,,1,0
9776054,Christmas and New Years in NYC,22098830,Alfred,Brooklyn,Bedford-Stuyvesant,Entire home/apt,800,3,33,2016-06-12,0.76,1,178
12038181,Modern Artsy Room in BK Near Subway,11028022,Tyrone,Brooklyn,Crown Heights,Private room,100,3,0,,,1,0
430665,Lux One-bed Central Park View UWS,2141109,Kishore,Manhattan,Upper West Side,Entire home/apt,250,1,8,2014-08-22,0.09,1,0
36413327,CHEAP AND COZY ROOM JUST 20 MIN AWAY FROM TIMES SQ,255476470,Maria,Manhattan,Washington Heights,Private room,50,5,0,,,1,51
36109452,Cozy Camper Van,10407935,Meng,Manhattan,West Village,Entire home/apt,89,1,0,,,8,72
34417846,Fantastic Duplex LOFT 2BED/1.5BATH by Metro,258629654,Joseph,Manhattan,Kips Bay,Entire home/apt,299,6,8,2019-07-05,4.36,1,158
23017828,Furnished One Bedroom Apartment,1466422,Gila,Brooklyn,Crown Heights,Entire home/apt,60,133,12,2018-12-17,0.71,2,0
7512811,A True Brooklyn experience,13873590,Ricky,Brooklyn,Williamsburg,Private room,80,1,3,2015-08-24,0.06,1,0
33830393,Newly Renovated Private Bedroom Near Columbia U!,238321374,Eyal,Manhattan,Upper West Side,Private room,60,30,0,,,32,341
2000611,Cute brick wall apt. 2BR,10304755,Michael,Brooklyn,Williamsburg,Entire home/apt,150,4,42,2019-06-11,0.62,2,0
13386152,Penthouse apartment. Lots of sun and great views.,9782292,Joshua,Brooklyn,Bedford-Stuyvesant,Entire home/apt,250,2,3,2017-08-15,0.08,1,0
1846580,Park Slope Bedroom in Eccentric New York Apartment,9646158,Frederick,Brooklyn,South Slope,Private room,72,2,166,2019-07-02,2.49,1,78
30812751,Double Double Room · Empire CIty New York,224414117,Gabriel,Manhattan,Hell's Kitchen,Private room,199,1,4,2019-01-20,0.61,30,363
24441860,"East 12th street, Lux 1bd in Greenwich Village",22541573,Ken,Manhattan,East Village,Entire home/apt,245,30,1,2018-11-05,0.12,87,357
35247268,☕Perfect 2-bdr close to Times Square ✨,265271198,Alex,Manhattan,Hell's Kitchen,Entire home/apt,330,1,13,2019-07-04,10.54,1,164
4791389,Penthouse on Park Ave,4923436,Simon,Manhattan,Gramercy,Entire home/apt,250,30,2,2015-03-22,0.04,1,0
12902467,Cozy and relaxing East Village home,1411232,Thomas,Manhattan,East Village,Entire home/apt,150,1,3,2016-05-19,0.08,1,0
29412276,New york Multi-unit building,221434490,Aracely,Queens,Jackson Heights,Private room,45,2,22,2019-06-14,2.58,2,138
8589444,Large Sunny Williamsburg Apt Near L Train #1,45204053,Curtis,Brooklyn,Williamsburg,Private room,70,5,22,2019-06-01,0.48,2,359
30327469,Parisian Palace in Heart of Manhattan,224001464,Aleszea,Manhattan,Chelsea,Entire home/apt,333,4,4,2019-05-29,1.41,1,80
34446644,Double room in UPW minutes from Central Park,77220567,Chantal,Manhattan,Upper West Side,Private room,85,3,1,2019-06-29,1.0,1,67
13749474,The Brooklyn RedStone,40507839,Terrie,Brooklyn,Bedford-Stuyvesant,Entire home/apt,118,3,20,2019-07-01,3.21,1,33
30708308,Garden Apartment /Mingle and Jingle Fun Host,2838058,Annette,Manhattan,Harlem,Private room,65,3,3,2019-05-28,0.48,2,363
31249784,Studio Apartment 6 minutes from JFK Airport,232251881,Lakshmee,Queens,Jamaica,Private room,67,1,95,2019-07-05,15.32,8,145
10682316,Spacious Sanctuary in Bushwick,8655790,Romany,Brooklyn,Bushwick,Private room,75,20,1,2018-10-19,0.11,1,93
34711540,SOHO Industrial Chic Apartment with balcony,248335189,Patrick,Manhattan,Little Italy,Entire home/apt,139,3,2,2019-07-01,2.0,1,10
29995144,Home away from home 1,115741895,Damian,Queens,St. Albans,Private room,70,2,3,2019-04-07,0.4,2,105
32940875,3blocks to 7 train-30mins to City Exploration (4),247013511,Frank,Queens,Jackson Heights,Private room,39,2,22,2019-06-21,5.64,6,58
5511067,"Studio in heart of Cobble Hill, BK",28577246,Nick,Brooklyn,Boerum Hill,Entire home/apt,85,10,3,2015-09-28,0.06,1,0
30468686,Minimal Bed-stuy Bedroom with Fire Escape,11769840,Amber,Brooklyn,Bedford-Stuyvesant,Private room,70,2,8,2019-07-01,1.22,2,5
22318346,Comfy 23rd Floor Washington Heights Home,985926,Erin,Manhattan,Washington Heights,Entire home/apt,75,20,0,,,1,0
2223082,Beautiful 1 BR with Private Garden,1446751,Allison,Manhattan,Chelsea,Entire home/apt,285,2,47,2019-07-01,0.74,1,194
18041862,Bushwick's Private Modern Space,124142417,Marlene,Brooklyn,Bushwick,Entire home/apt,100,2,111,2019-06-18,4.12,2,10
18568551,Modern Williamsburg Studio,9285643,Michael,Brooklyn,Williamsburg,Entire home/apt,150,5,0,,,1,0
8267425,Ridgewood/Bushwick ~ Bungalow,21148770,Ian,Queens,Ridgewood,Entire home/apt,170,4,6,2017-01-04,0.13,1,0
13802334,Bright chic room in Clinton hill,35775878,Lisa,Brooklyn,Clinton Hill,Private room,65,7,10,2017-12-10,0.28,1,0
23747870,Gjob,174838527,Weeks,Queens,Richmond Hill,Shared room,100,1,0,,,1,0
12926849,Comfy Room for May,28680349,Bryan,Brooklyn,Greenpoint,Private room,90,1,7,2016-08-02,0.19,1,0
12604187,A top floor in Midtown,18901504,Ronald,Manhattan,Midtown,Entire home/apt,218,5,81,2019-06-29,2.1,2,185
9943111,Large Manhattan Private Room,51099309,Nathan And Brock,Manhattan,Inwood,Private room,50,1,0,,,1,0
3601324,7even Days Sleep Near Prospect Park,16834792,Louis,Brooklyn,Crown Heights,Entire home/apt,130,5,150,2019-07-03,2.48,2,309
